"PERSONNEL_ID","BEGIN_DATE","END_DATE","STATUS_ID","STATUS_NAME","ACTION_ID","ACTION_NAME","REASON_ID","REASON_NAME","MODIFY_USER"
"10016489","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00034120","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00034121","20231001","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","03","เกษียณอายุ","0100PAA102"
"00034127","20221001","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","03","เกษียณอายุ","0100PAA104"
"00034136","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"10016553","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10016567","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10024119","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10019910","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"80007710","20260201","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80007488","20251101","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"00035010","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00035024","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00035050","20221001","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","03","เกษียณอายุ","0100PAA104"
"10021709","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10016781","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00035055","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"10016817","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00035076","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00035078","20231001","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","03","เกษียณอายุ","0100PAA102"
"00035086","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10016881","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10024481","20250701","99991231","3","พนักงานปกติ","W0","การประเมินต่อสัญญาจ้าง","05","ปรับเงินครบทดลองงาน(สัญญา1ปี)","0100PAA104"
"00035013","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00035017","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00035023","20221001","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","03","เกษียณอายุ","0100PAA104"
"10025506","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00035027","20191001","99991231","1","ไม่ใช้งาน","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00035056","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00035081","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"10016565","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00035114","20191001","99991231","1","ไม่ใช้งาน","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00035123","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00036098","20231001","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","03","เกษียณอายุ","0100PAA102"
"00036110","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"10020737","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00036074","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"10017086","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10011743","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10016878","20251001","99991231","3","พนักงานปกติ","W0","การประเมินต่อสัญญาจ้าง","01","ต่อสัญญาปฏิบัติงาน","0100PAA104"
"10016885","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00036125","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00036129","20201001","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","03","เกษียณอายุ","0100PAA202"
"00036130","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00035187","20260401","99991231","3","พนักงานปกติ","X0","บันทึกเลื่อนขั้น","05","เต็มขั้น(ค่าตอบแทนพิเศษ 4%)","0100PAA103"
"10017225","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00036042","20210401","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","05","การเปลี่ยนสถานภาพ","0100HRAD01"
"00036279","20260401","99991231","3","พนักงานปกติ","X0","บันทึกเลื่อนขั้น","04","เต็มขั้น(ค่าตอบแทนพิเศษ 2%)","0100PAA103"
"10017018","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00036108","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00036111","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00036112","20221101","99991231","2","พนักงานเกษียณอายุ","X8","บันทึกการออกจากวาระตำแหน่ง","","","0100OM01"
"00036122","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10024597","20241001","20260930","3","พนักงานปกติ","Z5","เปลี่ยนสัญญา(ลาออกบรรจุกลับ)","02","จ้างงานใหม่-พนักงานวิสามัญ","0100PAA104"
"00037076","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00036228","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"10017224","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10017226","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00036327","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10019932","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10017249","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00037043","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00037078","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00037080","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10022923","20260301","99991231","3","พนักงานปกติ","W0","การประเมินต่อสัญญาจ้าง","01","ต่อสัญญาปฏิบัติงาน","0100PAA104"
"00037138","20191001","99991231","1","ไม่ใช้งาน","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10017410","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00037145","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00037236","20260401","99991231","3","พนักงานปกติ","X0","บันทึกเลื่อนขั้น","04","เต็มขั้น(ค่าตอบแทนพิเศษ 2%)","0100PAA103"
"00037159","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10025411","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10021092","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10019952","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10017602","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00037217","20231201","99991231","2","พนักงานเกษียณอายุ","Y1","เกษียณอายุ(บำเหน็จรายเดือน)","01","ลาออก","0100PAA104"
"00038034","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10017721","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00038003","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"10020409","20260201","99991231","3","พนักงานปกติ","W0","การประเมินต่อสัญญาจ้าง","01","ต่อสัญญาปฏิบัติงาน","0100PAA104"
"10019909","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10019773","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10017722","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10017723","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10017724","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00038140","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00038211","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10017726","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10017727","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10017746","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"80007404","20251001","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"10026221","20260401","20280331","3","พนักงานปกติ","Z5","เปลี่ยนสัญญา(ลาออกบรรจุกลับ)","02","จ้างงานใหม่-พนักงานวิสามัญ","0100PAA104"
"80000362","20230814","99991231","1","ไม่ใช้งาน","ZV","แต่งตั้งผ่านระบบอ.พิเศษ","","","0100PAA104"
"80001806","20201201","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","0100PAA104"
"80001962","20201001","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","0100PAA104"
"00038251","20221001","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","03","เกษียณอายุ","0100PAA104"
"00038302","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00038308","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00038295","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00038299","20231001","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","03","เกษียณอายุ","0100PAA102"
"10000394","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10017939","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00038294","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10026225","20260401","20280331","3","พนักงานปกติ","Z5","เปลี่ยนสัญญา(ลาออกบรรจุกลับ)","02","จ้างงานใหม่-พนักงานวิสามัญ","0100PAA104"
"00038619","20191001","99991231","1","ไม่ใช้งาน","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00038626","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10026229","20260401","20280331","3","พนักงานปกติ","Z5","เปลี่ยนสัญญา(ลาออกบรรจุกลับ)","02","จ้างงานใหม่-พนักงานวิสามัญ","0100PAA104"
"10026226","20260401","20280331","3","พนักงานปกติ","Z5","เปลี่ยนสัญญา(ลาออกบรรจุกลับ)","02","จ้างงานใหม่-พนักงานวิสามัญ","0100PAA104"
"10019520","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10018172","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00038426","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"10026227","20260401","20280331","3","พนักงานปกติ","Z5","เปลี่ยนสัญญา(ลาออกบรรจุกลับ)","02","จ้างงานใหม่-พนักงานวิสามัญ","0100PAA104"
"00038639","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10018177","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10018091","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10004183","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10018217","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10018228","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00038674","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10018200","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00038679","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00038688","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00038630","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00038631","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00038658","20211001","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","03","เกษียณอายุ","0100PAA104"
"10023056","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10018285","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10026082","20260101","99991231","3","พนักงานปกติ","W0","การประเมินต่อสัญญาจ้าง","05","ปรับเงินครบทดลองงาน(สัญญา1ปี)","0100PAA101"
"80002239","20220101","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","0100PAA104"
"00039321","20191001","99991231","1","ไม่ใช้งาน","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10019162","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10017127","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00039356","20221001","99991231","2","พนักงานเกษียณอายุ","Y1","เกษียณอายุ(บำเหน็จรายเดือน)","03","เกษียณอายุ","0100PAA104"
"80002240","20211215","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","0100PAA104"
"80003716","20210113","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","0100PAA104"
"00039420","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10024112","20241001","20260930","3","พนักงานปกติ","Z5","เปลี่ยนสัญญา(ลาออกบรรจุกลับ)","02","จ้างงานใหม่-พนักงานวิสามัญ","0100PAA104"
"00040387","20260401","99991231","3","พนักงานปกติ","X0","บันทึกเลื่อนขั้น","01","0.5","0100PAA103"
"10024408","20241001","20260930","3","พนักงานปกติ","Z5","เปลี่ยนสัญญา(ลาออกบรรจุกลับ)","02","จ้างงานใหม่-พนักงานวิสามัญ","0100PAA104"
"10018872","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10018878","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
